finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2020,White,Male,None,Trinity,Gary Johnson,Republican,Extremely knowledgeable,Definitely yes,Yes,Georgia ,,,Liar,Bigot,Yes,No,Hillary Clinton,Definitely not,4
TRUE,2020,White,Male,None,Pratt,Gary Johnson,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Untrustworthy,Embarrassing,Yes,Yes,Hillary Clinton,Definitely not,2
TRUE,2019,Black or African American,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Passionate ,Hate ,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Revolutionary ,Inappropriate,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2020,White,Male,None,Trinity,Undecided,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Aloof,Disgusting,Yes,No,Hillary Clinton,Probably not,4
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,Competent ,Demagogue,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Independent House,Trinity,Donald Trump,Republican,Moderately knowledgeable,Probably yes,Yes,Florida ,,,Liar,Money,Yes,No,Donald Trump,Probably yes,2
TRUE,2018,Asian,Female,Selective Living Group,Pratt,Do not intend to vote,Other,Not knowledgeable at all,Definitely not,No,,,,?,?,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably not,No,,,,empowering,sexist,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2018,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,experience,racist,No,Yes,Hillary Clinton,Probably yes,3
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,No,,,,strong,racist,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2018,Asian,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Accomplished,Entertaining,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Roy Cooper,Strong,Idiot,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2020,White,Male,None,Trinity,Do not intend to vote,Republican,Moderately knowledgeable,Definitely not,No,,,,Dirty,Stupid,Yes,Yes,Hillary Clinton,Might or might not,3
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Republican,Very knowledgeable,Definitely yes,Yes,Kansas ,,,Benghazi ,Wall,Yes,Yes,Hillary Clinton,Might or might not,2
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Dangerous,No,No,Hillary Clinton,Might or might not,3
TRUE,2019,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Smart,Doofus,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Leader,Fool,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Strong ,Egotistical ,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Roy Cooper,Establishment,Fraud,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,White,Male,None,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,Ohio ,,,Slimey,Truthful,Yes,No,Donald Trump,Probably yes,6
TRUE,2020,Asian,Male,None,Trinity,Undecided,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Interesting,Odd,Yes,No,Hillary Clinton,Probably yes,10
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Qualified,Irresponsible,Yes,No,Hillary Clinton,Probably yes,6
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Strong,Asshole,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Female,Selective Living Group,Pratt,Hillary Clinton,Libertarian,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Serious ,Idiot,Yes,No,Hillary Clinton,Probably not,5
TRUE,2017,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,California ,,, charismatic,vain,No,No,Hillary Clinton,Might or might not,1
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Indiana ,,,Politician,Reactive,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,active,bigoted,Yes,Yes,Hillary Clinton,Probably yes,6
TRUE,2019,White,Female,None,Trinity,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,emails,wall,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Adequate,Awful,No,Yes,Hillary Clinton,Definitely yes,4
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,female,pathological-liar,No,No,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,President,Dickhead,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced,Immature,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2019,Hispanic,Male,Independent House,Trinity,Donald Trump,Green,Extremely knowledgeable,Definitely yes,Yes,Arkansas ,,,"""THE-GOAT""","""DEPORTALLMUSLIMSBECAUSETEHYLLBOMBUSIHATETERRORISTSBUTLOVEMAHBOITRUMP",Yes,No,Gary Johnson,Definitely not,15
TRUE,2018,Asian,Male,Independent House,Trinity,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Equilibrium ,Instigator ,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Hispanic,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Virginia ,,,Committed,Stupid,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2020,Hispanic,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Joke,No,No,Hillary Clinton,Probably not,1
TRUE,2019,Asian,Male,Independent House,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Probably yes,Yes,Texas ,,,Steadfast,Bombastic,No,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Badass,Misogynist,Yes,Yes,Hillary Clinton,Definitely not,5
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Democrat,Wrong,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2019,Black or African American,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Shady,Egotistical,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2019,Asian,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Competent ,Demagogue ,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Vanilla,Sloth,No,No,Hillary Clinton,Probably not,2
TRUE,2017,Asian,Male,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,Yes,Virginia ,,,warmonger,insane,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2019,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Smart,Asshole,No,No,Hillary Clinton,Probably yes,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Delusional,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Temperament ,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2018,White,Male,Fraternity,Trinity,Gary Johnson,Unaffiliated/Independent,Very knowledgeable,Probably yes,Yes,Ohio ,,,Shady,Insane,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,experienced,satire,Yes,No,Donald Trump,Definitely yes,2
TRUE,2018,White,Female,Sorority,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,psycho,uncensored,Yes,No,Donald Trump,Definitely yes,4
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely not,No,,,,Professional,Clown,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Fraternity,Trinity,Gary Johnson,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Uninspiring,Demagogue,Yes,No,Hillary Clinton,Definitely not,4
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Roy Cooper, bh,ifc ,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Impressive,Terrifying,Yes,Yes,Hillary Clinton,Might or might not,4
TRUE,2019,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Fake,Hilarious,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Over-criticized,Ignorant,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2019,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Shrewd,Bigot,No,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Intelligence,Bigotry,Yes,Yes,Hillary Clinton,Definitely not,0
TRUE,2020,White,Male,None,Pratt,Do not intend to vote,Other,Very knowledgeable,Definitely not,No,,,,Democrat,Republican,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Libertarian,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,SMART,BIGGOT ,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Complicated,Gross,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Republican,Very knowledgeable,Might or might not,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Woman,Bigot,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Idiot,No,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Unqualified,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Asian,Female,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,California ,,,leader,lunatic,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,Hispanic,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Leader,Irresponsible,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Male,None,Trinity,Gary Johnson,Republican,Very knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Politician,Uncensored ,Yes,No,Hillary Clinton,Might or might not,8
TRUE,2019,Hispanic,Male,Independent House,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Probably yes,Yes,Florida ,,,Right track ,Risk,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Desperate ,Joke,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Presidential,Nonprudential,Yes,Yes,Hillary Clinton,Probably yes,6
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Female ,Schemer ,No,No,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experience,Actor ,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified ,Asshole,Yes,No,Hillary Clinton,Definitely yes,7
TRUE,2019,Hispanic,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Washington ,,,President,Racist,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,Other,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Woman ,Idiot ,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Virginia ,,,experience,crazy,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Woman,Monster,No,Yes,Hillary Clinton,Definitely yes,6
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Email,Immigration,Yes,No,Hillary Clinton,Probably not,1
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,experienced,laughingstock ,Yes,No,Hillary Clinton,Probably not,6
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,New York ,,,Liar,Pathetic,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2017,White,Male,Selective Living Group,Pratt,Hillary Clinton,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Crooked,Dumbass,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2017,White,Male,None,Pratt,Undecided,Libertarian,Moderately knowledgeable,Definitely yes,Yes,New Mexico ,,,Fraud,Fraud,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2019,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Competent,Sociopath,No,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Female,None,Trinity,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,Politically-savvy,Crafted,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,neo-imperialist,AAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Inspiring,Disgusting,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Unaffiliated/Independent,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,competent ,unprepared ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Missouri ,,,Experiences,Bigot,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2020,White,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Probably not,Yes,Washington ,,,imperialist,bombastic,Yes,Yes,Hillary Clinton,Might or might not,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,First female president,Joke,No,No,Hillary Clinton,Probably yes,1
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Libertarian,Slightly knowledgeable,Probably yes,Yes,Texas ,,,Experienced,Liability ,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Woman,Dumb,Yes,No,Donald Trump,Probably yes,5
TRUE,2017,Asian,Male,,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Childish,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2018,White,Female,Independent House,Trinity,Donald Trump,Republican,Very knowledgeable,Probably yes,Yes,Kansas ,,,fake ,idiot ,Yes,No,Donald Trump,Probably yes,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Strong-willed,Sleazy,No,No,Hillary Clinton,Probably not,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Powerful ,Disgrace,Yes,No,Hillary Clinton,Definitely yes,10
TRUE,2019,White,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Corrupt,Racist,Yes,No,Hillary Clinton,Might or might not,5
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely not,No,,,,Empowerment ,Misogyny ,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2020,Asian,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Definitely not,No,,,,Sophisticated,Crazy,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Calculated,Rash,No,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,New York ,,,First ,Disgusting ,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Brilliant,Hate,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Male,Independent House,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,California ,,,Old,crazy,Yes,No,Donald Trump,Probably not,1
TRUE,2020,Black or African American,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Nevada ,,,Leader,Danger,Yes,No,Hillary Clinton,Definitely yes,7
TRUE,2020,Hispanic,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,ambitious,stupid,No,No,Hillary Clinton,Might or might not,3
TRUE,2019,Other,Male,None,Pratt,Donald Trump,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Dishonest,uncontrolled,Yes,No,Donald Trump,Probably yes,0
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Capable ,Idiot,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2019,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,Qualified,Bigoted,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Strong,Obnoxious,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,sly,crass,No,No,Hillary Clinton,Probably not,0
TRUE,2020,Asian,Male,None,Trinity,Undecided,Other,Not knowledgeable at all,Definitely not,No,,,,Jail,Crazy,No,No,Hillary Clinton,Definitely not,1
TRUE,2020,Asian,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Moderately knowledgeable,Definitely not,No,,,,Manipulative ,Unbelievable ,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,prepared,ill-qualified ,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2020,Prefer not to disclose,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,qualified,irrational,Yes,Yes,Hillary Clinton,Might or might not,2
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,California ,,,Hard-working,FALSE,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,experienced,unfit,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Joke,Yes,Yes,Hillary Clinton,Probably yes,5
TRUE,2018,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Delaware ,,,Political,Drumpf,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2020,White,Male,None,Trinity,Gary Johnson,Libertarian,Very knowledgeable,Might or might not,No,,,,Untrustworthy,Racist,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Convoluted,Unprincipled,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Florida ,,,Strength,Bigot,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,cultivated,ridiculous,Yes,No,Hillary Clinton,Might or might not,7
TRUE,2018,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experienced,Callous,No,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Asian,Male,None,Trinity,Undecided,Republican,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,consistent,ineffective,Yes,No,Hillary Clinton,Might or might not,4
