finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,New Hampshire ,,,Experienced,Tyrant,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2017,White,Male,None,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Crook,Business,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2017,Asian,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Roy Cooper,Woman,Entertaining ,Yes,No,Hillary Clinton,Probably yes,7
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Experienced,Unintelligent,Yes,Yes,Donald Trump,Might or might not,7
TRUE,2017,White,Female,Independent House,Pratt,Undecided,Republican,Very knowledgeable,Definitely yes,Yes,Kentucky ,,,pass,disrespectful,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2019,Asian,Male,None,Trinity,Hillary Clinton,Republican,Very knowledgeable,Probably yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Two-faced,Compulsive,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Female,None,Trinity,Undecided,Democratic,Slightly knowledgeable,Might or might not,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experienced,Loud,No,No,Hillary Clinton,Probably yes,3
TRUE,2019,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Racist,Yes,Yes,Hillary Clinton,Definitely yes,4
TRUE,2018,Asian,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Texas ,,,Experienced ,Bigoted ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Trinity,Undecided,Republican,Slightly knowledgeable,Definitely yes,Yes,Massachusetts ,,,Criminal,Ridiculous,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2019,Hispanic,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Sneaky,Bigoted,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Not knowledgeable at all,Might or might not,No,,,,female,outspoken,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,White,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Smart,Racist,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Accomplished,Fraud,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Independent House,Pratt,Gary Johnson,Republican,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Manipulator,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Arrogant ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Maryland ,,,pandering,dangerous,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Radical,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,No,,,,Misunderstood,Evil,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2019,White,Female,Sorority,Trinity,Undecided,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Manipulative,Closed-minded,Yes,Yes,Hillary Clinton,Probably yes,4
TRUE,2018,Asian,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,South Carolina ,,,Experience,Idiot,No,No,Hillary Clinton,Definitely yes,1
TRUE,2018,White,Male,Independent House,Trinity,Undecided,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,No,,,,Politician,Racist,Yes,Yes,Hillary Clinton,Might or might not,3
TRUE,2018,Black or African American,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Imbecile,No,No,Hillary Clinton,Definitely yes,5
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Hypocritical,Bigoted ,Yes,No,Hillary Clinton,Probably not,3
TRUE,2018,Asian,Female,Sorority,Trinity,Do not intend to vote,Unaffiliated/Independent,Moderately knowledgeable,Definitely not,No,,,,Women,Crazy,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Hispanic,Male,Fraternity,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Crooked,Ignorant,Yes,Yes,Hillary Clinton,Definitely not,4
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,crooked,crazy,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Politic,Brash,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Asshole,Yes,No,Hillary Clinton,Definitely yes,7
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Emails,Businessman ,Yes,No,Hillary Clinton,Probably not,6
TRUE,2018,Asian,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,obama,clueless,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2020,White,Male,None,Pratt,Donald Trump,Republican,Moderately knowledgeable,Probably yes,Yes,Florida ,,,emails,money,Yes,No,Donald Trump,Definitely yes,4
TRUE,2018,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Accomplished,Bigot,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,South Carolina ,,,smart,dangerous,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,adequate,Shithead,Yes,No,Hillary Clinton,Might or might not,7
TRUE,2019,White,Male,Fraternity,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Cookie-Cutter,Different,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2019,White,Female,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Experienced,Stupid,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Powerful feminist ,Radical,No,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Old,Racist,No,No,Hillary Clinton,Might or might not,13
TRUE,2019,White,Male,Independent House,Trinity,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Arizona ,,,Corrupt,Snake,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,strong,stupid,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,White,Male,None,Pratt,Donald Trump,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Corrupt,Straightforward,Yes,No,Donald Trump,Definitely not,0
TRUE,2020,White,Female,Sorority,Trinity,Gary Johnson,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,Michigan ,,,Corrupt ,Ill-prepared,Yes,No,Hillary Clinton,Probably not,3
TRUE,2019,White,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Virginia ,,,qualified,wanton,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Might or might not,No,,,,Liar,Wall,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2018,White,Female,Sorority,Pratt,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,Florida ,,,brave,horrified,No,No,Hillary Clinton,Definitely not,2
TRUE,2020,Hispanic,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Benghazi,Untrustworthy ,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Woman,Disaster ,Yes,Yes,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,California ,,,Experience,Unqualified,Yes,No,Hillary Clinton,Probably not,0
TRUE,2017,Black or African American,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Misunderstood,Bigot,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Male,Selective Living Group,Pratt,Gary Johnson,Republican,Extremely knowledgeable,Definitely yes,Yes,Alaska ,,,Crooked,Deranged,Yes,No,Hillary Clinton,Probably not,5
TRUE,2019,Asian,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Definitely not,No,,,,Liar,Businessman,No,No,Hillary Clinton,Might or might not,4
TRUE,2018,Asian,Female,None,Trinity,Undecided,Libertarian,Moderately knowledgeable,Definitely not,No,,,,Paintsuits,Racist,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2019,Asian,Male,Fraternity,Pratt,Do not intend to vote,Republican,Extremely knowledgeable,Definitely not,No,,,,Boring,Shitty,Yes,No,Donald Trump,Definitely yes,2
TRUE,2019,White,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Might or might not,Yes,Florida ,,,Corrupt,Racist,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Not knowledgeable at all,Definitely yes,Yes,Florida ,,,Confident,Imbecile,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Asian,Female,Selective Living Group,Pratt,Do not intend to vote,Democratic,Not knowledgeable at all,Might or might not,No,,,,Unrelatable,Unpredictable,No,No,Hillary Clinton,Probably yes,0
TRUE,2020,Black or African American,Male,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Corrupt ,Joker,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Hispanic,Female,None,Trinity,Do not intend to vote,Other,Very knowledgeable,Probably not,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Shady,Bigot,No,No,Hillary Clinton,Probably not,0
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,-,-,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,Florida ,,,Ok,No,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,Connecticut ,,,Criminal,Racist ,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2017,White,Female,Independent House,Pratt,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,Montana ,,,Grim-hopefulness,Ew,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Legit,Crap,No,Yes,Hillary Clinton,Probably yes,0
TRUE,2017,Other,Female,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,First,Selfish,No,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Male,,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Prepared,Shocking,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Republican,Very knowledgeable,Definitely yes,Yes,Arizona ,,,Interesting,Ass,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,Asian,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Not knowledgeable at all,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Yes,No,No,No,Hillary Clinton,Probably yes,0
TRUE,2018,White,Female,Independent House,Trinity,Undecided,Democratic,Slightly knowledgeable,Definitely yes,Yes,Arizona ,,,Feminist,Racist,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2018,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,woman,duck,No,No,Hillary Clinton,Probably yes,4
TRUE,2020,White,Male,None,Pratt,Gary Johnson,Republican,Slightly knowledgeable,Definitely yes,Yes,Virginia ,,,Politician ,Billionaire ,Yes,Yes,Hillary Clinton,Might or might not,5
TRUE,2017,White,Other,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,BAMF,Hateful,Yes,No,Hillary Clinton,Probably not,2
TRUE,2019,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Wisconsin ,,,Experience,Bigot,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Michigan ,,,Experienced,Crazy,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Hispanic,Male,Selective Living Group,Trinity,Do not intend to vote,Democratic,Very knowledgeable,Definitely not,No,,,,president,racist,No,Yes,Hillary Clinton,Might or might not,1
TRUE,2018,White,Male,None,Trinity,Other,Republican,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Dishonest,Fool,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2018,White,Male,Independent House,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Pat McCrory,corrupt,real,Yes,No,Donald Trump,Definitely yes,0
TRUE,2019,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Not knowledgeable at all,Definitely yes,Yes,North Carolina ,Undecided,Do not intend to vote,good,bad,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Liberal,Bold,Yes,No,Donald Trump,Definitely yes,1
TRUE,2019,Black or African American,Male,Independent House,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Bluster,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2017,Black or African American,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,wanting,Bigot,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Very knowledgeable,Definitely yes,Yes,Florida ,,,Emails,Bigot,Yes,No,Hillary Clinton,Probably not,0
TRUE,2017,Asian,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Not knowledgeable at all,Definitely not,No,,,,old,funny,No,No,Donald Trump,Might or might not,0
TRUE,2020,White,Male,None,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,Connecticut ,,,Slimy,Headstrong,Yes,No,Donald Trump,Definitely yes,8
TRUE,2017,White,Male,Independent House,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,South Carolina ,,,Despicable,Smart,Yes,No,Donald Trump,Definitely yes,5
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Qualified,Bafoon,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2018,Asian,Female,Fraternity,Trinity,Do not intend to vote,Democratic,Slightly knowledgeable,Definitely not,No,,,,female,outlandish,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,alright,genius,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,Asian,Male,None,Pratt,Undecided,Republican,Very knowledgeable,Definitely yes,Yes,Florida ,,,untrustworthy,proud,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2019,White,Male,Fraternity,Trinity,Undecided,Democratic,Moderately knowledgeable,Might or might not,Yes,North Carolina ,Richard Burr,Undecided,Liar,Crazy,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2019,White,Male,Independent House,Pratt,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,California ,,,Crooked,Jesus,Yes,Yes,Gary Johnson,Probably yes,1
TRUE,2017,Asian,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,Maryland ,,,Independent,Charlatan,Yes,No,Hillary Clinton,Might or might not,5
TRUE,2018,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Brilliant,Lunatic,No,No,Hillary Clinton,Definitely yes,0
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Probably yes,Yes,Arizona ,,,Liar,Pig,No,No,Hillary Clinton,Probably not,0
TRUE,2018,White,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Competent ,incompetent ,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,Black or African American,Female,Independent House,Pratt,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Pat McCrory,Corrupt,Accomplished,No,No,Donald Trump,Definitely yes,3
TRUE,2018,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Arizona ,,,Prepared,Cruel,No,No,Hillary Clinton,Definitely yes,3
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,#girlboss,idiotic,No,No,Hillary Clinton,Might or might not,3
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Prepared,Harmful,No,No,Hillary Clinton,Definitely yes,3
TRUE,2019,White,Male,Fraternity,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Better than Trump,Unqualified,Yes,No,Hillary Clinton,Probably yes,1
